"Well","Day","Read","Hour","RFU","R_Concentration","Treatment","unique_well"
"microplate label","Day into experiemnt","Time read at","Hour into Experiment","Relative fluorescence units","Phosphate : 0.5,1,2,4,6,8,10,20,35,50, 0","Algae or Blank","microplate label_Hour into Experiment_Phosphate : 0.5,1,2,4,6,8,10,20,35,50, 0"
"A1","1.0","0.0625","0.0","1562.0","0.0","Blank","A1_0.0_0.0"
"A2","1.0","0.0625","0.0","2424.0","0.0","Blank","A2_0.0_0.0"
"A3","1.0","0.0625","0.0","2817.0","0.0","Blank","A3_0.0_0.0"
"A4","1.0","0.0625","0.0","2832.0","0.0","Blank","A4_0.0_0.0"
"A5","1.0","0.0625","0.0","2707.0","0.0","Blank","A5_0.0_0.0"
"A6","1.0","0.0625","0.0","2733.0","0.0","Blank","A6_0.0_0.0"
"A7","1.0","0.0625","0.0","3414.0","0.0","Blank","A7_0.0_0.0"
"A8","1.0","0.0625","0.0","3031.0","0.0","Blank","A8_0.0_0.0"
"A9","1.0","0.0625","0.0","2689.0","0.0","Blank","A9_0.0_0.0"
"A10","1.0","0.0625","0.0","2353.0","0.0","Blank","A10_0.0_0.0"
"A11","1.0","0.0625","0.0","2668.0","0.0","Blank","A11_0.0_0.0"
"A12","1.0","0.0625","0.0","3880.0","0.0","Blank","A12_0.0_0.0"
"B1","1.0","0.0625","0.0","1943.0","0.0","Blank","B1_0.0_0.0"
"B2","1.0","0.0625","0.0","2591.0","0.5","Scenedesmus","B2_0.0_0.5"
"B3","1.0","0.0625","0.0","3516.0","1.0","Scenedesmus","B3_0.0_1.0"
"B4","1.0","0.0625","0.0","4832.0","2.0","Scenedesmus","B4_0.0_2.0"
"B5","1.0","0.0625","0.0","4434.0","4.0","Scenedesmus","B5_0.0_4.0"
"B6","1.0","0.0625","0.0","3993.0","6.0","Scenedesmus","B6_0.0_6.0"
"B7","1.0","0.0625","0.0","3690.0","8.0","Scenedesmus","B7_0.0_8.0"
"B8","1.0","0.0625","0.0","4587.0","10.0","Scenedesmus","B8_0.0_10.0"
"B9","1.0","0.0625","0.0","4116.0","20.0","Scenedesmus","B9_0.0_20.0"
"B10","1.0","0.0625","0.0","4461.0","35.0","Scenedesmus","B10_0.0_35.0"
"B11","1.0","0.0625","0.0","4745.0","50.0","Scenedesmus","B11_0.0_50.0"
"B12","1.0","0.0625","0.0","3616.0","0.0","Blank","B12_0.0_0.0"
"C1","1.0","0.0625","0.0","1791.0","0.0","Blank","C1_0.0_0.0"
"C2","1.0","0.0625","0.0","2958.0","0.5","Scenedesmus","C2_0.0_0.5"
"C3","1.0","0.0625","0.0","3195.0","1.0","Scenedesmus","C3_0.0_1.0"
"C4","1.0","0.0625","0.0","4363.0","2.0","Scenedesmus","C4_0.0_2.0"
"C5","1.0","0.0625","0.0","3656.0","4.0","Scenedesmus","C5_0.0_4.0"
"C6","1.0","0.0625","0.0","4010.0","6.0","Scenedesmus","C6_0.0_6.0"
"C7","1.0","0.0625","0.0","2865.0","8.0","Scenedesmus","C7_0.0_8.0"
"C8","1.0","0.0625","0.0","3735.0","10.0","Scenedesmus","C8_0.0_10.0"
"C9","1.0","0.0625","0.0","3880.0","20.0","Scenedesmus","C9_0.0_20.0"
"C10","1.0","0.0625","0.0","3214.0","35.0","Scenedesmus","C10_0.0_35.0"
"C11","1.0","0.0625","0.0","4816.0","50.0","Scenedesmus","C11_0.0_50.0"
"C12","1.0","0.0625","0.0","3286.0","0.0","Blank","C12_0.0_0.0"
"D1","1.0","0.0625","0.0","2066.0","0.0","Blank","D1_0.0_0.0"
"D2","1.0","0.0625","0.0","2886.0","0.5","Scenedesmus","D2_0.0_0.5"
"D3","1.0","0.0625","0.0","3298.0","1.0","Scenedesmus","D3_0.0_1.0"
"D4","1.0","0.0625","0.0","4101.0","2.0","Scenedesmus","D4_0.0_2.0"
"D5","1.0","0.0625","0.0","2843.0","4.0","Scenedesmus","D5_0.0_4.0"
"D6","1.0","0.0625","0.0","4507.0","6.0","Scenedesmus","D6_0.0_6.0"
"D7","1.0","0.0625","0.0","3266.0","8.0","Scenedesmus","D7_0.0_8.0"
"D8","1.0","0.0625","0.0","2624.0","10.0","Scenedesmus","D8_0.0_10.0"
"D9","1.0","0.0625","0.0","2553.0","20.0","Scenedesmus","D9_0.0_20.0"
"D10","1.0","0.0625","0.0","3763.0","35.0","Scenedesmus","D10_0.0_35.0"
"D11","1.0","0.0625","0.0","3311.0","50.0","Scenedesmus","D11_0.0_50.0"
"D12","1.0","0.0625","0.0","4112.0","0.0","Blank","D12_0.0_0.0"
"E1","1.0","0.0625","0.0","1892.0","0.0","Blank","E1_0.0_0.0"
"E2","1.0","0.0625","0.0","2141.0","0.5","Scenedesmus","E2_0.0_0.5"
"E3","1.0","0.0625","0.0","2841.0","1.0","Scenedesmus","E3_0.0_1.0"
"E4","1.0","0.0625","0.0","4140.0","2.0","Scenedesmus","E4_0.0_2.0"
"E5","1.0","0.0625","0.0","2974.0","4.0","Scenedesmus","E5_0.0_4.0"
"E6","1.0","0.0625","0.0","4151.0","6.0","Scenedesmus","E6_0.0_6.0"
"E7","1.0","0.0625","0.0","4064.0","8.0","Scenedesmus","E7_0.0_8.0"
"E8","1.0","0.0625","0.0","2698.0","10.0","Scenedesmus","E8_0.0_10.0"
"E9","1.0","0.0625","0.0","4164.0","20.0","Scenedesmus","E9_0.0_20.0"
"E10","1.0","0.0625","0.0","4763.0","35.0","Scenedesmus","E10_0.0_35.0"
"E11","1.0","0.0625","0.0","3747.0","50.0","Scenedesmus","E11_0.0_50.0"
"E12","1.0","0.0625","0.0","4203.0","0.0","Blank","E12_0.0_0.0"
"F1","1.0","0.0625","0.0","1884.0","0.0","Blank","F1_0.0_0.0"
"F2","1.0","0.0625","0.0","2526.0","0.5","Scenedesmus","F2_0.0_0.5"
"F3","1.0","0.0625","0.0","2622.0","1.0","Scenedesmus","F3_0.0_1.0"
"F4","1.0","0.0625","0.0","2440.0","2.0","Scenedesmus","F4_0.0_2.0"
"F5","1.0","0.0625","0.0","2117.0","4.0","Scenedesmus","F5_0.0_4.0"
"F6","1.0","0.0625","0.0","1848.0","6.0","Scenedesmus","F6_0.0_6.0"
"F7","1.0","0.0625","0.0","2233.0","8.0","Scenedesmus","F7_0.0_8.0"
"F8","1.0","0.0625","0.0","2441.0","10.0","Scenedesmus","F8_0.0_10.0"
"F9","1.0","0.0625","0.0","2483.0","20.0","Scenedesmus","F9_0.0_20.0"
"F10","1.0","0.0625","0.0","3022.0","35.0","Scenedesmus","F10_0.0_35.0"
"F11","1.0","0.0625","0.0","2812.0","50.0","Scenedesmus","F11_0.0_50.0"
"F12","1.0","0.0625","0.0","1804.0","0.0","Blank","F12_0.0_0.0"
"G1","1.0","0.0625","0.0","3120.0","0.0","Blank","G1_0.0_0.0"
"G2","1.0","0.0625","0.0","2986.0","0.5","Scenedesmus","G2_0.0_0.5"
"G3","1.0","0.0625","0.0","3496.0","1.0","Scenedesmus","G3_0.0_1.0"
"G4","1.0","0.0625","0.0","2976.0","2.0","Scenedesmus","G4_0.0_2.0"
"G5","1.0","0.0625","0.0","4293.0","4.0","Scenedesmus","G5_0.0_4.0"
"G6","1.0","0.0625","0.0","2990.0","6.0","Scenedesmus","G6_0.0_6.0"
"G7","1.0","0.0625","0.0","2533.0","8.0","Scenedesmus","G7_0.0_8.0"
"G8","1.0","0.0625","0.0","2280.0","10.0","Scenedesmus","G8_0.0_10.0"
"G9","1.0","0.0625","0.0","2180.0","20.0","Scenedesmus","G9_0.0_20.0"
"G10","1.0","0.0625","0.0","3507.0","35.0","Scenedesmus","G10_0.0_35.0"
"G11","1.0","0.0625","0.0","3386.0","50.0","Scenedesmus","G11_0.0_50.0"
"G12","1.0","0.0625","0.0","4582.0","0.0","Blank","G12_0.0_0.0"
"H1","1.0","0.0625","0.0","2090.0","0.0","Blank","H1_0.0_0.0"
"H2","1.0","0.0625","0.0","2415.0","0.0","Blank","H2_0.0_0.0"
"H3","1.0","0.0625","0.0","2774.0","0.0","Blank","H3_0.0_0.0"
"H4","1.0","0.0625","0.0","2792.0","0.0","Blank","H4_0.0_0.0"
"H5","1.0","0.0625","0.0","1846.0","0.0","Blank","H5_0.0_0.0"
"H6","1.0","0.0625","0.0","1528.0","0.0","Blank","H6_0.0_0.0"
"H7","1.0","0.0625","0.0","3372.0","0.0","Blank","H7_0.0_0.0"
"H8","1.0","0.0625","0.0","2994.0","0.0","Blank","H8_0.0_0.0"
"H9","1.0","0.0625","0.0","3351.0","0.0","Blank","H9_0.0_0.0"
"H10","1.0","0.0625","0.0","2631.0","0.0","Blank","H10_0.0_0.0"
"H11","1.0","0.0625","0.0","3686.0","0.0","Blank","H11_0.0_0.0"
"H12","1.0","0.0625","0.0","4105.0","0.0","Blank","H12_0.0_0.0"
NA,NA,NA,NA,NA,NA,NA,"NA_NA_NA"
"A1","2.0","0.375","7.5","838.0","0.0","Blank","A1_7.5_0.0"
"A2","2.0","0.375","7.5","1301.0","0.0","Blank","A2_7.5_0.0"
"A3","2.0","0.375","7.5","1326.0","0.0","Blank","A3_7.5_0.0"
"A4","2.0","0.375","7.5","1674.0","0.0","Blank","A4_7.5_0.0"
"A5","2.0","0.375","7.5","1523.0","0.0","Blank","A5_7.5_0.0"
"A6","2.0","0.375","7.5","1626.0","0.0","Blank","A6_7.5_0.0"
"A7","2.0","0.375","7.5","1724.0","0.0","Blank","A7_7.5_0.0"
"A8","2.0","0.375","7.5","1381.0","0.0","Blank","A8_7.5_0.0"
"A9","2.0","0.375","7.5","1586.0","0.0","Blank","A9_7.5_0.0"
"A10","2.0","0.375","7.5","1552.0","0.0","Blank","A10_7.5_0.0"
"A11","2.0","0.375","7.5","1058.0","0.0","Blank","A11_7.5_0.0"
"A12","2.0","0.375","7.5","1394.0","0.0","Blank","A12_7.5_0.0"
"B1","2.0","0.375","7.5","1539.0","0.0","Blank","B1_7.5_0.0"
"B2","2.0","0.375","7.5","1871.0","0.5","Scenedesmus","B2_7.5_0.5"
"B3","2.0","0.375","7.5","2377.0","1.0","Scenedesmus","B3_7.5_1.0"
"B4","2.0","0.375","7.5","2873.0","2.0","Scenedesmus","B4_7.5_2.0"
"B5","2.0","0.375","7.5","2426.0","4.0","Scenedesmus","B5_7.5_4.0"
"B6","2.0","0.375","7.5","2335.0","6.0","Scenedesmus","B6_7.5_6.0"
"B7","2.0","0.375","7.5","2051.0","8.0","Scenedesmus","B7_7.5_8.0"
"B8","2.0","0.375","7.5","2603.0","10.0","Scenedesmus","B8_7.5_10.0"
"B9","2.0","0.375","7.5","2083.0","20.0","Scenedesmus","B9_7.5_20.0"
"B10","2.0","0.375","7.5","2399.0","35.0","Scenedesmus","B10_7.5_35.0"
"B11","2.0","0.375","7.5","2246.0","50.0","Scenedesmus","B11_7.5_50.0"
"B12","2.0","0.375","7.5","1302.0","0.0","Blank","B12_7.5_0.0"
"C1","2.0","0.375","7.5","1238.0","0.0","Blank","C1_7.5_0.0"
"C2","2.0","0.375","7.5","1805.0","0.5","Scenedesmus","C2_7.5_0.5"
"C3","2.0","0.375","7.5","2221.0","1.0","Scenedesmus","C3_7.5_1.0"
"C4","2.0","0.375","7.5","2816.0","2.0","Scenedesmus","C4_7.5_2.0"
"C5","2.0","0.375","7.5","2280.0","4.0","Scenedesmus","C5_7.5_4.0"
"C6","2.0","0.375","7.5","2532.0","6.0","Scenedesmus","C6_7.5_6.0"
"C7","2.0","0.375","7.5","1930.0","8.0","Scenedesmus","C7_7.5_8.0"
"C8","2.0","0.375","7.5","2301.0","10.0","Scenedesmus","C8_7.5_10.0"
"C9","2.0","0.375","7.5","2101.0","20.0","Scenedesmus","C9_7.5_20.0"
"C10","2.0","0.375","7.5","2347.0","35.0","Scenedesmus","C10_7.5_35.0"
"C11","2.0","0.375","7.5","2534.0","50.0","Scenedesmus","C11_7.5_50.0"
"C12","2.0","0.375","7.5","1464.0","0.0","Blank","C12_7.5_0.0"
"D1","2.0","0.375","7.5","1482.0","0.0","Blank","D1_7.5_0.0"
"D2","2.0","0.375","7.5","1878.0","0.5","Scenedesmus","D2_7.5_0.5"
"D3","2.0","0.375","7.5","2003.0","1.0","Scenedesmus","D3_7.5_1.0"
"D4","2.0","0.375","7.5","2501.0","2.0","Scenedesmus","D4_7.5_2.0"
"D5","2.0","0.375","7.5","2128.0","4.0","Scenedesmus","D5_7.5_4.0"
"D6","2.0","0.375","7.5","2414.0","6.0","Scenedesmus","D6_7.5_6.0"
"D7","2.0","0.375","7.5","2079.0","8.0","Scenedesmus","D7_7.5_8.0"
"D8","2.0","0.375","7.5","2389.0","10.0","Scenedesmus","D8_7.5_10.0"
"D9","2.0","0.375","7.5","2216.0","20.0","Scenedesmus","D9_7.5_20.0"
"D10","2.0","0.375","7.5","2427.0","35.0","Scenedesmus","D10_7.5_35.0"
"D11","2.0","0.375","7.5","2842.0","50.0","Scenedesmus","D11_7.5_50.0"
"D12","2.0","0.375","7.5","1371.0","0.0","Blank","D12_7.5_0.0"
"E1","2.0","0.375","7.5","1288.0","0.0","Blank","E1_7.5_0.0"
"E2","2.0","0.375","7.5","2130.0","0.5","Scenedesmus","E2_7.5_0.5"
"E3","2.0","0.375","7.5","2543.0","1.0","Scenedesmus","E3_7.5_1.0"
"E4","2.0","0.375","7.5","2357.0","2.0","Scenedesmus","E4_7.5_2.0"
"E5","2.0","0.375","7.5","2098.0","4.0","Scenedesmus","E5_7.5_4.0"
"E6","2.0","0.375","7.5","2309.0","6.0","Scenedesmus","E6_7.5_6.0"
"E7","2.0","0.375","7.5","2174.0","8.0","Scenedesmus","E7_7.5_8.0"
"E8","2.0","0.375","7.5","1958.0","10.0","Scenedesmus","E8_7.5_10.0"
"E9","2.0","0.375","7.5","1860.0","20.0","Scenedesmus","E9_7.5_20.0"
"E10","2.0","0.375","7.5","2649.0","35.0","Scenedesmus","E10_7.5_35.0"
"E11","2.0","0.375","7.5","2783.0","50.0","Scenedesmus","E11_7.5_50.0"
"E12","2.0","0.375","7.5","1713.0","0.0","Blank","E12_7.5_0.0"
"F1","2.0","0.375","7.5","1500.0","0.0","Blank","F1_7.5_0.0"
"F2","2.0","0.375","7.5","1644.0","0.5","Scenedesmus","F2_7.5_0.5"
"F3","2.0","0.375","7.5","2326.0","1.0","Scenedesmus","F3_7.5_1.0"
"F4","2.0","0.375","7.5","2278.0","2.0","Scenedesmus","F4_7.5_2.0"
"F5","2.0","0.375","7.5","2172.0","4.0","Scenedesmus","F5_7.5_4.0"
"F6","2.0","0.375","7.5","1632.0","6.0","Scenedesmus","F6_7.5_6.0"
"F7","2.0","0.375","7.5","1972.0","8.0","Scenedesmus","F7_7.5_8.0"
"F8","2.0","0.375","7.5","1708.0","10.0","Scenedesmus","F8_7.5_10.0"
"F9","2.0","0.375","7.5","2462.0","20.0","Scenedesmus","F9_7.5_20.0"
"F10","2.0","0.375","7.5","2304.0","35.0","Scenedesmus","F10_7.5_35.0"
"F11","2.0","0.375","7.5","2519.0","50.0","Scenedesmus","F11_7.5_50.0"
"F12","2.0","0.375","7.5","1499.0","0.0","Blank","F12_7.5_0.0"
"G1","2.0","0.375","7.5","1592.0","0.0","Blank","G1_7.5_0.0"
"G2","2.0","0.375","7.5","2122.0","0.5","Scenedesmus","G2_7.5_0.5"
"G3","2.0","0.375","7.5","2105.0","1.0","Scenedesmus","G3_7.5_1.0"
"G4","2.0","0.375","7.5","1892.0","2.0","Scenedesmus","G4_7.5_2.0"
"G5","2.0","0.375","7.5","2532.0","4.0","Scenedesmus","G5_7.5_4.0"
"G6","2.0","0.375","7.5","2392.0","6.0","Scenedesmus","G6_7.5_6.0"
"G7","2.0","0.375","7.5","1725.0","8.0","Scenedesmus","G7_7.5_8.0"
"G8","2.0","0.375","7.5","2040.0","10.0","Scenedesmus","G8_7.5_10.0"
"G9","2.0","0.375","7.5","1764.0","20.0","Scenedesmus","G9_7.5_20.0"
"G10","2.0","0.375","7.5","2252.0","35.0","Scenedesmus","G10_7.5_35.0"
"G11","2.0","0.375","7.5","2428.0","50.0","Scenedesmus","G11_7.5_50.0"
"G12","2.0","0.375","7.5","1954.0","0.0","Blank","G12_7.5_0.0"
"H1","2.0","0.375","7.5","1427.0","0.0","Blank","H1_7.5_0.0"
"H2","2.0","0.375","7.5","1370.0","0.0","Blank","H2_7.5_0.0"
"H3","2.0","0.375","7.5","1367.0","0.0","Blank","H3_7.5_0.0"
"H4","2.0","0.375","7.5","1372.0","0.0","Blank","H4_7.5_0.0"
"H5","2.0","0.375","7.5","984.0","0.0","Blank","H5_7.5_0.0"
"H6","2.0","0.375","7.5","832.0","0.0","Blank","H6_7.5_0.0"
"H7","2.0","0.375","7.5","1768.0","0.0","Blank","H7_7.5_0.0"
"H8","2.0","0.375","7.5","1516.0","0.0","Blank","H8_7.5_0.0"
"H9","2.0","0.375","7.5","1482.0","0.0","Blank","H9_7.5_0.0"
"H10","2.0","0.375","7.5","1381.0","0.0","Blank","H10_7.5_0.0"
"H11","2.0","0.375","7.5","1722.0","0.0","Blank","H11_7.5_0.0"
"H12","2.0","0.375","7.5","2147.0","0.0","Blank","H12_7.5_0.0"
NA,NA,NA,NA,NA,NA,NA,"NA_NA_NA"
"A1","2.0","0.5208333333333334","24.0","1083.0","0.0","Blank","A1_24.0_0.0"
"A2","2.0","0.5208333333333334","24.0","1141.0","0.0","Blank","A2_24.0_0.0"
"A3","2.0","0.5208333333333334","24.0","1309.0","0.0","Blank","A3_24.0_0.0"
"A4","2.0","0.5208333333333334","24.0","1267.0","0.0","Blank","A4_24.0_0.0"
"A5","2.0","0.5208333333333334","24.0","1530.0","0.0","Blank","A5_24.0_0.0"
"A6","2.0","0.5208333333333334","24.0","1193.0","0.0","Blank","A6_24.0_0.0"
"A7","2.0","0.5208333333333334","24.0","1443.0","0.0","Blank","A7_24.0_0.0"
"A8","2.0","0.5208333333333334","24.0","1328.0","0.0","Blank","A8_24.0_0.0"
"A9","2.0","0.5208333333333334","24.0","1188.0","0.0","Blank","A9_24.0_0.0"
"A10","2.0","0.5208333333333334","24.0","1287.0","0.0","Blank","A10_24.0_0.0"
"A11","2.0","0.5208333333333334","24.0","1435.0","0.0","Blank","A11_24.0_0.0"
"A12","2.0","0.5208333333333334","24.0","1538.0","0.0","Blank","A12_24.0_0.0"
"B1","2.0","0.5208333333333334","24.0","1178.0","0.0","Blank","B1_24.0_0.0"
"B2","2.0","0.5208333333333334","24.0","1227.0","0.5","Scenedesmus","B2_24.0_0.5"
"B3","2.0","0.5208333333333334","24.0","1995.0","1.0","Scenedesmus","B3_24.0_1.0"
"B4","2.0","0.5208333333333334","24.0","2111.0","2.0","Scenedesmus","B4_24.0_2.0"
"B5","2.0","0.5208333333333334","24.0","1720.0","4.0","Scenedesmus","B5_24.0_4.0"
"B6","2.0","0.5208333333333334","24.0","1886.0","6.0","Scenedesmus","B6_24.0_6.0"
"B7","2.0","0.5208333333333334","24.0","1640.0","8.0","Scenedesmus","B7_24.0_8.0"
"B8","2.0","0.5208333333333334","24.0","1976.0","10.0","Scenedesmus","B8_24.0_10.0"
"B9","2.0","0.5208333333333334","24.0","1979.0","20.0","Scenedesmus","B9_24.0_20.0"
"B10","2.0","0.5208333333333334","24.0","2202.0","35.0","Scenedesmus","B10_24.0_35.0"
"B11","2.0","0.5208333333333334","24.0","2128.0","50.0","Scenedesmus","B11_24.0_50.0"
"B12","2.0","0.5208333333333334","24.0","1412.0","0.0","Blank","B12_24.0_0.0"
"C1","2.0","0.5208333333333334","24.0","1254.0","0.0","Blank","C1_24.0_0.0"
"C2","2.0","0.5208333333333334","24.0","1163.0","0.5","Scenedesmus","C2_24.0_0.5"
"C3","2.0","0.5208333333333334","24.0","1988.0","1.0","Scenedesmus","C3_24.0_1.0"
"C4","2.0","0.5208333333333334","24.0","2439.0","2.0","Scenedesmus","C4_24.0_2.0"
"C5","2.0","0.5208333333333334","24.0","1820.0","4.0","Scenedesmus","C5_24.0_4.0"
"C6","2.0","0.5208333333333334","24.0","2213.0","6.0","Scenedesmus","C6_24.0_6.0"
"C7","2.0","0.5208333333333334","24.0","1972.0","8.0","Scenedesmus","C7_24.0_8.0"
"C8","2.0","0.5208333333333334","24.0","2124.0","10.0","Scenedesmus","C8_24.0_10.0"
"C9","2.0","0.5208333333333334","24.0","1877.0","20.0","Scenedesmus","C9_24.0_20.0"
"C10","2.0","0.5208333333333334","24.0","1794.0","35.0","Scenedesmus","C10_24.0_35.0"
"C11","2.0","0.5208333333333334","24.0","2136.0","50.0","Scenedesmus","C11_24.0_50.0"
"C12","2.0","0.5208333333333334","24.0","1213.0","0.0","Blank","C12_24.0_0.0"
"D1","2.0","0.5208333333333334","24.0","1206.0","0.0","Blank","D1_24.0_0.0"
"D2","2.0","0.5208333333333334","24.0","1456.0","0.5","Scenedesmus","D2_24.0_0.5"
